Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
41.602		283.0		-0.458		-5.1		-0.0025		138.94		-129.6						
41.699		299.1		-0.441		-2.5		0.0006		139.65		-131.9						
41.797		310.0		-0.445		0.0		-0.0009		139.67		-138.0						
41.895		323.5		-0.418		-5.1		-0.0086		138.03		-135.2						
41.992		332.6		-0.409		-5.1		-0.0025		138.94		-136.2						
42.090		347.0		-0.395		-2.5		-0.0025		139.19		-137.0						
42.188		353.9		-0.403		-3.8		-0.0040		138.84		-142.7						
42.285		364.8		-0.380		-5.1		-0.0040		138.71		-138.6						
42.383		376.5		-0.370		-3.8		-0.0025		139.07		-139.1						
42.480		385.2		-0.355		-2.5		-0.0025		139.19		-136.7						
42.578		396.5		-0.334		-3.8		-0.0040		138.84		-132.4						
42.676		404.3		-0.319		-6.3		-0.0040		138.59		-129.1						
42.773		417.4		-0.317		-3.8		-0.0025		139.07		-132.3						
42.871		423.9		-0.281		-2.5		-0.0025		139.19		-119.3						
42.969		437.8		-0.281		-2.5		-0.0055		138.74		-123.2						
43.066		450.9		-0.248		-6.3		-0.0071		138.13		-111.7						
43.164		456.5		-0.241		-5.1		-0.0025		138.94		-110.2						
43.262		468.7		-0.223		-3.8		-0.0055		138.61		-104.3						
43.359		480.4		-0.204		-5.1		-0.0040		138.71		-97.9						
43.457		490.9		-0.195		-2.5		-0.0025		139.19		-95.9						
43.555		497.0		-0.168		-2.5		-0.0055		138.74		-83.5						
43.652		505.2		-0.145		-6.3		-0.0040		138.59		-73.2						
43.750		513.9		-0.134		-3.8		-0.0025		139.07		-69.1						
43.848		520.9		-0.109		-1.2		-0.0025		139.32		-56.9						
43.945		530.9		-0.082		-3.8		-0.0086		138.16		-43.5						
44.043		539.6		-0.065		-3.8		-0.0025		139.07		-35.1						
44.141		547.0		-0.046		-2.5		-0.0040		138.96		-25.3						
44.238		552.2		-0.027		-3.8		-0.0040		138.84		-15.1						
44.336		558.7		-0.004		-5.1		-0.0009		139.17		-2.3						
44.434		558.7		0.023		-5.1		-0.0009		139.17		12.9						
44.531		553.9		0.040		-3.8		0.0006		139.52		22.1						
44.629		553.5		0.050		-3.8		-0.0009		139.29		27.9						
44.727		556.5		0.073		-5.1		-0.0040		138.71		40.9						
44.824		559.6		0.099		-6.3		0.0006		139.27		55.2						
44.922		553.5		0.111		-2.5		0.0021		139.87		61.6						
45.020		557.0		0.149		-2.5		-0.0009		139.42		83.0						
45.117		555.2		0.168		-6.3		-0.0055		138.36		93.3						
45.215		550.4		0.181		-5.1		0.0021		139.62		99.4						
45.313		549.6		0.197		-1.2		-0.0163		137.26		108.5						
45.410		543.0		0.231		-5.1		-0.0009		139.17		125.4						
45.508		542.2		0.244		-2.5		0.0006		139.65		132.1						
45.605		539.1		0.269		-3.8		-0.0009		139.29		144.9						
45.703		527.4		0.275		-6.3		-0.0009		139.04		145.1						
45.801		529.1		0.296		-3.8		0.0021		139.75		156.7						
45.898		517.0		0.311		0.0		0.0006		139.90		160.7						
45.996		514.8		0.325		-3.8		-0.0025		139.07		167.5						
46.094		504.3		0.346		-6.3		0.0006		139.27		174.7						
46.191		496.5		0.346		-2.5		0.0021		139.87		172.0						
46.289		484.8		0.378		-2.5		-0.0009		139.42		183.2						
46.387		480.0		0.388		-3.8		0.0006		139.52		186.5						
46.484		469.6		0.397		-3.8		0.0006		139.52		186.3						
46.582		461.3		0.399		-2.5		0.0021		139.87		184.0						
46.680		453.5		0.422		-2.5		0.0021		139.87		191.4						
46.777		444.8		0.424		-2.5		-0.0009		139.42		188.7						
46.875		434.3		0.439		-2.5		0.0006		139.65		190.6						
46.973		423.0		0.441		-2.5		0.0037		140.10		186.5						
47.070		416.1		0.456		-2.5		-0.0025		139.19		189.6						
47.168		403.5		0.479		-7.6		-0.0055		138.24		193.2						
47.266		392.2		0.470		-6.3		0.0037		139.72		184.5						
47.363		383.9		0.491		-2.5		-0.0224		136.23		188.6						
47.461		372.6		0.500		-3.8		0.0006		139.52		186.2						
47.559		369.6		0.502		-3.8		0.0006		139.52		185.5						
47.656		355.7		0.523		-2.5		0.0006		139.65		185.9						
47.754		343.0		0.538		-5.1		-0.0009		139.17		184.4						
47.852		333.9		0.561		-3.8		0.0021		139.75		187.2						
47.949		322.6		0.571		-1.2		0.0006		139.77		184.3						
48.047		310.9		0.590		-3.8		-0.0025		139.07		183.4						
48.145		295.7		0.590		-5.1		0.0021		139.62		174.4						
48.242		283.9		0.615		-2.5		0.0006		139.65		174.7						
48.340		267.4		0.619		-3.8		-0.0009		139.29		165.6						
48.438		251.7		0.628		-5.1		0.0006		139.40		158.0						
48.535		234.3		0.634		-2.5		0.0021		139.87		148.6						
48.633		220.0		0.630		-3.8		0.0006		139.52		138.6						
48.730		202.6		0.636		-3.8		-0.0025		139.07		128.9						
48.828		187.8		0.638		-3.8		-0.0009		139.29		119.9						
48.926		169.6		0.643		-3.8		-0.0009		139.29		108.9						
49.023		156.1		0.640		-3.8		0.0006		139.52		100.0						
49.121		138.7		0.636		-3.8		-0.0009		139.29		88.2						
49.219		125.2		0.634		-6.3		-0.0055		138.36		79.4						
49.316		110.0		0.643		-5.1		0.0006		139.40		70.7						
49.414		94.8		0.640		-5.1		-0.0025		138.94		60.7						
49.512		77.4		0.632		-5.1		-0.0009		139.17		48.9						
49.609		58.7		0.632		-3.8		-0.0009		139.29		37.1						
49.707		40.0		0.634		-3.8		-0.0025		139.07		25.4						
49.805		20.0		0.626		-5.1		-0.0009		139.17		12.5						
49.902		3.5		0.624		-2.5		0.0021		139.87		2.2						
