Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
41.992		333.0		-0.414		-1.7		-0.0006		172.6		-137.8						
42.090		344.8		-0.409		-5.5		0.0010		172.4		-141.2						
42.188		354.8		-0.378		-0.4		0.0056		173.7		-134.1						
42.285		365.7		-0.372		-1.7		0.0010		172.9		-135.9						
42.383		377.4		-0.353		-1.7		0.0040		173.3		-133.1						
42.480		386.1		-0.323		-0.4		0.0010		173.0		-124.8						
42.578		396.5		-0.315		-1.7		-0.0006		172.6		-124.9						
42.676		408.3		-0.298		-3.0		0.0025		172.9		-121.7						
42.773		419.1		-0.277		-0.4		0.0040		173.5		-116.2						
42.871		422.6		-0.252		-0.4		0.0010		173.0		-106.5						
42.969		440.0		-0.237		-0.4		0.0010		173.0		-104.4						
43.066		449.6		-0.220		-1.7		0.0010		172.9		-99.1						
43.164		463.0		-0.208		-1.7		0.0010		172.9		-96.3						
43.262		471.3		-0.181		-1.7		-0.0006		172.6		-85.1						
43.359		479.6		-0.168		-3.0		0.0010		172.7		-80.6						
43.457		490.0		-0.132		-1.7		0.0010		172.9		-64.8						
43.555		498.3		-0.128		-0.4		0.0025		173.2		-63.8						
43.652		507.4		-0.103		-1.7		-0.0006		172.6		-52.2						
43.750		517.8		-0.069		-4.3		-0.0006		172.3		-35.9						
43.848		520.9		-0.055		-1.7		0.0025		173.1		-28.4						
43.945		533.9		-0.023		-0.4		0.0010		173.0		-12.3						
44.043		540.9		-0.006		-3.0		0.0010		172.7		-3.4						
44.141		546.1		0.027		-4.3		0.0040		173.0		14.9						
44.238		551.7		0.046		-1.7		0.0056		173.5		25.5						
44.336		557.4		0.071		2.1		0.0056		174.0		39.8						
44.434		552.2		0.101		-1.7		0.0056		173.5		55.7						
44.531		556.1		0.115		-0.4		0.0040		173.5		64.2						
44.629		557.8		0.151		-0.4		0.0040		173.5		84.3						
44.727		559.1		0.168		-0.4		0.0056		173.7		93.9						
44.824		556.5		0.183		2.1		0.0071		174.2		101.7						
44.922		551.3		0.216		3.4		0.0056		174.2		119.2						
45.020		557.0		0.244		0.8		0.0040		173.6		135.7						
45.117		553.5		0.252		0.8		0.0056		173.9		139.5						
45.215		551.7		0.292		2.1		0.0040		173.8		161.0						
45.313		547.0		0.309		-0.4		0.0040		173.5		168.8						
45.410		544.8		0.319		0.8		0.0056		173.9		173.9						
45.508		540.9		0.334		2.1		0.0071		174.2		180.6						
45.605		540.9		0.349		0.8		0.0056		173.9		188.5						
45.703		534.3		0.374		0.8		-0.0006		173.0		199.7						
45.801		527.0		0.393		-0.4		0.0025		173.2		206.9						
45.898		520.0		0.422		0.8		0.0056		173.9		219.5						
45.996		508.7		0.426		3.4		0.0040		173.9		216.8						
46.094		501.3		0.445		0.8		-0.0021		172.7		223.2						
46.191		491.7		0.466		-1.7		0.0040		173.3		229.2						
46.289		485.7		0.489		3.4		0.0010		173.5		237.6						
46.387		480.0		0.477		-0.4		0.0010		173.0		228.8						
46.484		469.6		0.508		0.8		0.0025		173.4		238.6						
46.582		457.4		0.506		3.4		0.0025		173.7		231.5						
46.680		450.0		0.544		0.8		-0.0006		173.0		244.7						
46.777		439.6		0.531		0.8		0.0040		173.6		233.5						
46.875		429.6		0.535		2.1		0.0025		173.6		230.0						
46.973		417.4		0.561		5.9		0.0025		174.0		234.0						
47.070		412.6		0.573		0.8		-0.0021		172.7		236.5						
47.168		401.7		0.580		4.7		0.0040		174.1		232.8						
47.266		390.0		0.594		2.1		0.0010		173.3		231.7						
47.363		384.3		0.613		2.1		0.0010		173.3		235.7						
47.461		373.5		0.611		-0.4		0.0010		173.0		228.2						
47.559		361.7		0.626		0.8		0.0025		173.4		226.3						
47.656		353.9		0.636		2.1		0.0010		173.3		225.2						
47.754		342.6		0.651		0.8		0.0010		173.2		223.0						
47.852		330.9		0.661		0.8		0.0025		173.4		218.8						
47.949		320.0		0.685		0.8		0.0040		173.6		219.0						
48.047		306.1		0.697		3.4		0.0056		174.2		213.4						
48.145		294.3		0.701		0.8		-0.0006		173.0		206.4						
48.242		279.6		0.718		-0.4		0.0010		173.0		200.8						
48.340		263.5		0.735		0.8		-0.0006		173.0		193.6						
48.438		246.1		0.720		2.1		0.0040		173.8		177.2						
48.535		233.5		0.724		2.1		0.0025		173.6		169.1						
48.633		218.7		0.724		2.1		0.0025		173.6		158.4						
48.730		202.2		0.724		-0.4		0.0010		173.0		146.5						
48.828		186.5		0.724		0.8		0.0025		173.4		135.1						
48.926		166.1		0.720		3.4		0.0040		173.9		119.6						
49.023		150.4		0.727		4.7		0.0025		173.9		109.3						
49.121		133.9		0.720		-0.4		-0.0021		172.6		96.4						
49.219		120.4		0.710		3.4		0.0025		173.7		85.5						
49.316		106.5		0.718		3.4		0.0025		173.7		76.5						
49.414		90.9		0.714		0.8		0.0010		173.2		64.9						
49.512		73.9		0.701		-0.4		0.0010		173.0		51.8						
49.609		55.2		0.714		0.8		0.0010		173.2		39.4						
49.707		35.7		0.697		4.7		0.0010		173.7		24.9						
49.805		16.1		0.680		2.1		0.0010		173.3		10.9						
49.902		-2.6		0.689		2.1		0.0025		173.6		-1.8						
