Time,E1,I1,E2,I2,E3,I3,AI8,Pm,Torque,Category
45.7,515.1,0,105.2,0,405.5,0.36,1153.6,117.2,1,2 Phase Open
45.8,507.7,-0.02,87,0.01,414.2,0.33,1153.6,116.6,1,2 Phase Open
45.9,498.1,-0.01,72.6,0,426.8,0.31,1145.9,112.2,1,2 Phase Open
46,491.1,0,52.2,-0.01,436,0.29,1075.6,109.3,1,2 Phase Open
46.09,482.9,0,33.9,0,446,0.26,1152.3,116.7,1,2 Phase Open
46.19,477.7,0,20.9,0,451.7,0.25,1151,116.9,1,2 Phase Open
46.29,466.8,-0.01,4.8,0,463.1,0.23,1153.6,117.2,1,2 Phase Open
46.39,459.4,0,-13,0,474,0.22,1154.8,117.3,1,2 Phase Open
46.48,452,0,-29.6,-0.01,483.6,0.21,1154.8,117.3,1,2 Phase Open
46.58,442.8,0.01,-47.4,0,489.3,0.18,1153.6,117,1,2 Phase Open
46.68,433.7,-0.01,-68.7,-0.01,502.8,0.15,1154.8,117.3,1,2 Phase Open
46.78,422.8,0,-87.8,-0.01,511.1,0.13,1154.8,117.5,1,2 Phase Open
46.88,415,-0.01,-103,-0.01,513.3,0.1,1154.8,117.3,1,2 Phase Open
46.97,403.3,0,-117,0,523.7,0.05,1152.3,116.7,1,2 Phase Open
47.07,391.5,0.01,-136.5,-0.02,531.6,-0.02,1151,116.4,1,2 Phase Open
47.17,380.2,0,-157,0,539.4,-0.1,1154.8,117.1,1,2 Phase Open
47.27,367.2,0,-177,-0.01,542.9,-0.21,1156.1,117.1,1,2 Phase Open
47.36,353.2,-0.01,-193,0.01,550.8,-0.32,1153.6,116.8,1,2 Phase Open
47.46,345.4,0.01,-207.4,0,551.2,-0.46,1153.6,116.8,1,2 Phase Open
47.56,332.4,0,-221.3,-0.01,558.6,-0.58,1152.3,116.5,1,2 Phase Open
47.66,321,0.04,-238.7,0,562.1,-0.7,1152.3,116.5,1,2 Phase Open
47.75,308.9,-0.01,-253,0,561.7,-0.82,1153.6,116.6,1,2 Phase Open
47.85,293.6,-0.01,-269.6,0,560,-0.93,1152.3,114.8,1,2 Phase Open
47.95,279.3,0,-280.4,0,556.5,-1.04,1142.1,108.5,1,2 Phase Open
48.05,261.4,0.01,-290.4,0,553,-1.15,1089.7,110.5,1,2 Phase Open
48.15,243.2,-0.01,-306.1,-0.01,546.4,-1.25,1161.2,117.6,1,2 Phase Open
48.24,226.6,0,-313.9,0,539.4,-1.35,1159.9,117.8,1,2 Phase Open
48.34,213.6,0.02,-323.9,0,536.8,-1.46,1161.2,117.9,1,2 Phase Open
48.44,196.6,0.02,-334.3,0,536.8,-1.55,1162.5,117.7,1,2 Phase Open
48.54,181.8,-0.01,-349.1,0,527.2,-1.64,1159.9,117.3,1,2 Phase Open
48.63,169.7,0.01,-359.6,0.01,523.3,-1.73,1158.7,117.3,1,2 Phase Open
48.73,153.1,-0.01,-368.7,0.01,524.2,-1.84,1159.9,117.8,1,2 Phase Open
48.83,141.8,-0.01,-380.9,0,518.1,-1.91,1162.5,118.3,1,2 Phase Open
48.93,124.4,0.01,-393.5,-0.01,514.1,-2,1162.5,117.9,1,2 Phase Open
49.02,110.5,0,-399.6,-0.01,508.9,-2.08,1159.9,117.4,1,2 Phase Open
49.12,95.7,0,-409.6,-0.01,508,-2.13,1158.7,117.3,1,2 Phase Open
49.22,81.3,0.01,-420,-0.01,497.5,-2.2,1161.2,118.1,1,2 Phase Open
49.32,64.4,0.01,-430.4,0,491.4,-2.25,1163.8,118.4,1,2 Phase Open
49.41,44.8,0.01,-437.8,0,483.1,-2.3,1161.2,117.9,1,2 Phase Open
49.51,27,0,-447.8,-0.01,473.1,-2.34,1161.2,117.8,1,2 Phase Open
49.61,10.4,-0.01,-456.5,-0.01,460.4,-2.39,1159.9,117.4,1,2 Phase Open
49.71,-7,-0.01,-464.3,0,449.5,-2.43,1158.7,117.3,1,2 Phase Open
49.81,-23.5,-0.01,-471.3,0,442.6,-2.48,1161.2,117.9,1,2 Phase Open
49.9,-42.6,0,-479.1,0.01,435.1,-2.5,1161.2,117.4,1,2 Phase Open
0,14.8,0,466.1,0,-453,0.51,1481.9,48.4,no load,2 Phase Open
0.1,32.6,0,480,0,-444.7,0.57,1479.3,48.1,no load,2 Phase Open
0.2,51.3,0,486.1,-0.01,-437.8,0.59,1479.3,47.9,no load,2 Phase Open
0.29,70.9,0.01,498.7,0.01,-426.8,0.63,1479.3,48.1,no load,2 Phase Open
0.39,86.1,0.02,505.2,0,-419,0.65,1479.3,48.3,no load,2 Phase Open
0.49,105.7,0,515.7,-0.01,-407.6,0.7,1480.6,48.2,no load,2 Phase Open
0.59,124.4,0,520,-0.01,-399.8,0.73,1480.6,48.2,no load,2 Phase Open
0.68,142.7,-0.01,531.3,-0.01,-386.7,0.76,1479.3,48.1,no load,2 Phase Open
0.78,161,-0.01,540,0,-375.3,0.81,1479.3,48.1,no load,2 Phase Open
0.88,179.7,0,538.7,-0.01,-359.6,0.84,1479.3,48.1,no load,2 Phase Open
0.98,197.1,0,543.9,0,-344.8,0.87,1480.6,48.2,no load,2 Phase Open
1.07,218.8,0,542.2,0,-327.8,0.9,1480.6,48.2,no load,2 Phase Open
1.17,234,0,541.3,0.01,-305.5,0.93,1480.6,48.2,no load,2 Phase Open
1.27,246.2,0,541.7,0,-293.7,0.94,1479.3,47.9,no load,2 Phase Open
1.37,257.5,-0.01,541.3,-0.01,-281.5,0.98,1479.3,47.9,no load,2 Phase Open
1.47,273.6,0.02,552.2,0,-271.5,0.98,1479.3,48.1,no load,2 Phase Open
1.56,286.2,-0.01,548.3,0,-259.2,1.01,1480.6,48.4,no load,2 Phase Open
1.66,295.8,0,550.4,0,-251.4,1.03,1481.9,48.2,no load,2 Phase Open
1.76,308.4,0,547.8,-0.01,-242.2,1.05,1479.3,47.6,no load,2 Phase Open
1.86,321.5,0,547,0,-226.5,1.07,1476.8,47.8,no load,2 Phase Open
1.95,335,-0.01,544.3,0,-211.2,1.09,1479.3,48.1,no load,2 Phase Open
2.05,344.5,0,543.9,0,-197.3,1.1,1481.9,48.4,no load,2 Phase Open
2.15,356.7,-0.01,535.7,-0.01,-177.6,1.11,1480.6,48.2,no load,2 Phase Open
2.25,369.8,0.01,530.4,-0.01,-163.2,1.12,1479.3,47.9,no load,2 Phase Open
2.34,380.6,0,525.2,0,-144.5,1.13,1479.3,48.1,no load,2 Phase Open
2.44,392,0,520.9,0.01,-131.8,1.11,1479.3,48.1,no load,2 Phase Open
2.54,401.1,0.01,517.8,0,-116.1,1.13,1479.3,48.1,no load,2 Phase Open
2.64,410.7,-0.01,507.8,0,-101.7,1.14,1470.4,47.6,no load,2 Phase Open
2.73,419.8,0.01,500.9,0,-82.9,1.14,1469.1,47.8,no load,2 Phase Open
2.83,432.8,0.02,496.1,-0.02,-64.6,1.15,1469.1,47.5,no load,2 Phase Open
2.93,438.1,0,485.2,0,-46.3,1.14,1469.1,47.8,no load,2 Phase Open
3.03,449.4,0,474.8,-0.01,-25.8,1.13,1469.1,47.8,no load,2 Phase Open
3.13,461.6,-0.01,468.7,0.01,-10.5,1.12,1469.1,47.8,no load,2 Phase Open
3.22,468.1,0,459.6,-0.01,9.2,1.11,1470.4,47.6,no load,2 Phase Open
3.32,479,-0.01,455.2,0,25.8,1.11,1469.1,47.3,no load,2 Phase Open
3.42,489.4,0.01,449.1,0,45,1.09,1469.1,47.5,no load,2 Phase Open
3.52,498.1,0,434.8,-0.01,59.4,1.07,1469.1,47.8,no load,2 Phase Open
3.61,505.9,0,423.5,0,82.5,1.06,1470.4,47.8,no load,2 Phase Open
3.71,514.2,-0.01,417.8,0,96,1.06,1469.1,47.5,no load,2 Phase Open
3.81,524.2,0,404.8,-0.01,119.6,1.04,1467.8,47,no load,2 Phase Open
3.91,535.1,0,393,0,136.2,1.02,1466.5,47.2,no load,2 Phase Open
4,542.5,0,378.7,0,159.3,1,1470.4,48.1,no load,2 Phase Open
4.1,549.9,-0.01,366.5,0,176.3,0.96,1471.6,47.6,no load,2 Phase Open
4.2,550.3,0,353.9,0,190.3,0.95,1470.4,47.8,no load,2 Phase Open
4.3,550.3,0,345.7,0,204.3,0.92,1469.1,47.5,no load,2 Phase Open
4.4,551.2,0,334.3,-0.01,215.2,0.91,1467.8,47.5,no load,2 Phase Open
4.49,551.2,0,320,0.01,233.5,0.88,1469.1,47.8,no load,2 Phase Open
4.59,551.2,-0.02,300.9,0,245.3,0.87,1470.4,47.6,no load,2 Phase Open
4.69,545.9,-0.01,287.4,0.02,261.9,0.84,1469.1,47.3,no load,2 Phase Open
4.79,551.2,-0.01,271.3,0,274.5,0.82,1467.8,47.7,no load,2 Phase Open
4.88,550.3,-0.01,259.6,0.01,288.5,0.81,1470.4,47.8,no load,2 Phase Open
4.98,547.7,0.01,246.1,0,302,0.78,1469.1,47.5,no load,2 Phase Open
5.08,547.7,0,233,-0.01,314.7,0.75,1469.1,47.5,no load,2 Phase Open
5.18,549.4,0,221.7,0,326,0.74,1470.4,47.6,no load,2 Phase Open
5.27,545.9,0,202.6,0,339.1,0.75,1470.4,47.8,no load,2 Phase Open
5.37,537.2,-0.01,187,-0.01,354.4,0.72,1469.1,47.3,no load,2 Phase Open
5.47,536.4,0,173.9,0,365.3,0.69,1466.5,47.2,no load,2 Phase Open
5.57,530.7,-0.01,155.2,0,373.6,0.68,1469.1,47.8,no load,2 Phase Open
5.66,527.2,-0.01,142.2,0,385.4,0.64,1470.4,48.1,no load,2 Phase Open
5.76,521.6,0,124.3,-0.01,394.5,0.64,1470.4,47.8,no load,2 Phase Open
5.86,516.8,0,112.6,0.01,402,0.62,1467.8,47.3,no load,2 Phase Open
5.96,512,0,93.9,0.01,414.2,0.59,1466.5,47.5,no load,2 Phase Open
6.06,501.1,-0.01,77.4,-0.01,423.8,0.59,1469.1,48,no load,2 Phase Open
6.15,495.1,0,61.3,0,432.1,0.56,1470.4,47.8,no load,2 Phase Open
6.25,488.1,-0.01,41.3,0,443.9,0.53,1470.4,47.8,no load,2 Phase Open
6.35,480.3,-0.02,26.1,0,453,0.52,1469.1,47.8,no load,2 Phase Open
6.45,472,0,10.4,0,460.4,0.5,1469.1,47.8,no load,2 Phase Open
6.54,463.3,-0.01,-6.1,0.01,468.3,0.48,1469.1,48,no load,2 Phase Open
6.64,455,-0.01,-22.6,0.01,479.2,0.46,1470.4,47.8,no load,2 Phase Open
6.74,447.2,0,-43.5,0.01,488.4,0.43,1469.1,47.8,no load,2 Phase Open
6.84,439.4,0,-64.8,0,498,0.41,1469.1,47.8,no load,2 Phase Open
6.93,428.5,-0.01,-81.7,0.01,505.8,0.4,1470.4,47.8,no load,2 Phase Open
7.03,417.2,0,-97.8,-0.01,518.1,0.37,1469.1,47.8,no load,2 Phase Open
7.13,406.7,0,-116.5,0,524.2,0.34,1469.1,47.8,no load,2 Phase Open
7.23,401.5,0,-134.3,0,528.1,0.33,1470.4,47.8,no load,2 Phase Open
7.32,383.3,-0.01,-155.7,-0.01,539.9,0.32,1469.1,47.5,no load,2 Phase Open
7.42,374.1,0,-168.3,0,543.4,0.29,1469.1,47.5,no load,2 Phase Open
7.52,360.6,-0.01,-188.7,0,545.6,0.28,1469.1,47.8,no load,2 Phase Open
7.62,351.1,0,-204.3,0,555.6,0.25,1476.8,48.3,no load,2 Phase Open
7.72,337.1,0,-222.2,0.01,557.8,0.21,1478,48.3,no load,2 Phase Open
7.81,325.4,0,-238.7,-0.01,559.1,0.2,1478,48.1,no load,2 Phase Open
7.91,315,0,-249.1,0,562.6,0.18,1474.2,47.5,no load,2 Phase Open
8.01,295.8,0,-263,-0.01,562.6,0.15,1472.9,47.7,no load,2 Phase Open
8.11,282.8,-0.01,-277.8,0.01,557.3,0.13,1475.5,48.5,no load,2 Phase Open
8.2,266.2,0,-290.9,0,554.3,0.1,1478,48.5,no load,2 Phase Open
8.3,248.8,0,-300.4,0,548.2,0.06,1476.8,48.3,no load,2 Phase Open
8.4,231.4,0,-313.9,0.01,543.8,0.04,1476.8,48,no load,2 Phase Open
8.5,219.7,0,-324.3,0,539.9,0,1475.5,47.5,no load,2 Phase Open
8.59,205.8,0.01,-334.3,0.01,537.7,-0.02,1476.8,47.6,no load,2 Phase Open
8.69,191,0.01,-345.7,0,534.2,-0.05,1476.8,47.8,no load,2 Phase Open
8.79,172.3,0.01,-357,0.01,532,-0.09,1476.8,47.6,no load,2 Phase Open
8.89,157.5,-0.01,-368.7,-0.01,528.1,-0.13,1475.5,47.5,no load,2 Phase Open
8.98,145.3,-0.01,-380,0.01,524.6,-0.17,1475.5,47.5,no load,2 Phase Open
9.08,127.9,0,-389.1,0,520.2,-0.2,1475.5,47.3,no load,2 Phase Open
9.18,114.4,0,-401.7,0.01,516.7,-0.23,1476.8,47.6,no load,2 Phase Open
9.28,99.2,0,-410.4,0,509.8,-0.28,1476.8,48,no load,2 Phase Open
9.38,88.7,0.01,-418.7,0,502.3,-0.31,1478,47.8,no load,2 Phase Open
9.47,70.5,0.01,-432.2,0,497.5,-0.34,1476.8,47.6,no load,2 Phase Open
9.57,53.9,0.01,-437,0.01,490.1,-0.37,1474.2,47.2,no load,2 Phase Open
9.67,35.7,0.01,-443,-0.01,482.3,-0.42,1475.5,47.5,no load,2 Phase Open
9.77,19.1,0,-459.1,0,474.9,-0.45,1476.8,47.8,no load,2 Phase Open
9.86,-4.4,0,-464.8,0,460,-0.49,1478,47.8,no load,2 Phase Open
9.96,-21.8,0,-478.3,-0.02,450,-0.53,1475.5,47.3,no load,2 Phase Open
10.06,-40.9,-0.01,-485.7,0,437.8,-0.56,1472.9,47.2,no load,2 Phase Open
10.16,-60,0,-489.1,0,430.8,-0.6,1475.5,47.7,no load,2 Phase Open
10.25,-76.1,-0.01,-499.6,0.01,420.7,-0.64,1478,47.8,no load,2 Phase Open
10.35,-92.7,-0.02,-511.7,-0.01,411.1,-0.68,1475.5,47.5,no load,2 Phase Open
10.45,-112.7,0,-518.7,0,403.7,-0.72,1475.5,47.5,no load,2 Phase Open
10.55,-130.1,-0.01,-528.3,0,390.6,-0.74,1475.5,47.5,no load,2 Phase Open
10.65,-151.8,0,-533.9,0,378.4,-0.78,1475.5,47.7,no load,2 Phase Open
10.74,-169.2,-0.01,-545.7,0.01,368.8,-0.82,1476.8,47.8,no load,2 Phase Open
10.84,-187.9,-0.01,-542.2,-0.02,353.1,-0.84,1475.5,47.5,no load,2 Phase Open
10.94,-205.3,-0.01,-542.6,0,336.9,-0.87,1475.5,47.7,no load,2 Phase Open
11.04,-222.3,-0.01,-547.4,-0.01,315.5,-0.91,1476.8,47.6,no load,2 Phase Open
11.13,-238,-0.02,-543.9,0,303.3,-0.93,1475.5,47.5,no load,2 Phase Open
11.23,-251.9,0.01,-544.8,0,288.5,-0.97,1475.5,47.7,no load,2 Phase Open
11.33,-266.7,-0.01,-548.3,0,278.5,-0.99,1478,47.8,no load,2 Phase Open
11.43,-278.4,-0.02,-550.4,0,266.2,-1,1476.8,47.8,no load,2 Phase Open
11.52,-287.1,-0.01,-545.7,0,259.2,-1.02,1475.5,47.3,no load,2 Phase Open
11.62,-299.7,0,-547.4,-0.01,245.3,-1.04,1475.5,47.5,no load,2 Phase Open
11.72,-313.6,-0.02,-545.2,0,229.6,-1.06,1476.8,47.8,no load,2 Phase Open
11.82,-325,0,-544.8,0,217.8,-1.08,1478,48.1,no load,2 Phase Open
11.91,-337.6,0,-538.3,0,202.1,-1.1,1476.8,47.8,no load,2 Phase Open
12.01,-351.1,0,-540.4,0.01,185.5,-1.1,1475.5,47.3,no load,2 Phase Open
12.11,-361.1,-0.01,-533.9,-0.01,168.9,-1.11,1474.2,47.2,no load,2 Phase Open
12.21,-371.1,0.01,-529.1,0,153.6,-1.12,1475.5,48,no load,2 Phase Open
12.31,-381.5,0.01,-527.8,0,137.5,-1.13,1478,48.1,no load,2 Phase Open
12.4,-394.1,-0.01,-519.1,0,125.7,-1.12,1476.8,47.8,no load,2 Phase Open
12.5,-402,0,-514.8,-0.02,109.1,-1.14,1475.5,47.5,no load,2 Phase Open
12.6,-412.4,-0.01,-511.7,-0.02,92.1,-1.13,1474.2,47.5,no load,2 Phase Open
12.7,-421.5,0,-499.1,0,72.9,-1.13,1475.5,47.7,no load,2 Phase Open
12.79,-435.5,0,-492.6,-0.01,56.7,-1.14,1476.8,47.8,no load,2 Phase Open
12.89,-444.6,0,-480.9,0,36.7,-1.13,1475.5,47.5,no load,2 Phase Open
12.99,-455.9,0,-476.5,0,16.6,-1.14,1475.5,47.7,no load,2 Phase Open
13.09,-465.5,0,-466.5,0,0.4,-1.11,1475.5,47.7,no load,2 Phase Open
13.18,-474.2,0.01,-457.4,0,-16.1,-1.1,1474.2,47.5,no load,2 Phase Open
13.28,-481.6,0,-451.3,0,-33.2,-1.09,1472.9,47.2,no load,2 Phase Open
13.38,-492.4,0,-438.7,-0.01,-52.4,-1.08,1475.5,48,no load,2 Phase Open
13.48,-499.8,-0.01,-430.9,0,-68.1,-1.08,1476.8,47.8,no load,2 Phase Open
13.57,-507.2,0,-423,0,-89.5,-1.07,1475.5,47.3,no load,2 Phase Open
13.67,-518.1,-0.01,-410.4,0,-107.8,-1.04,1472.9,47.4,no load,2 Phase Open
13.77,-527.7,-0.02,-401.3,-0.01,-128.8,-1.04,1474.2,47.7,no load,2 Phase Open
13.87,-532.9,0,-389.6,0,-148,-1.02,1476.8,48,no load,2 Phase Open
13.97,-541.2,0,-375.2,0.01,-168,-0.99,1478,48.1,no load,2 Phase Open
14.06,-545.9,0.01,-363.9,0,-184.2,-0.98,1474.2,47.2,no load,2 Phase Open
14.16,-548.6,0,-352.6,0,-200.8,-0.93,1472.9,47.2,no load,2 Phase Open
14.26,-551.2,-0.01,-340,0,-211.2,-0.92,1474.2,47.7,no load,2 Phase Open
14.36,-546.4,-0.01,-324.8,0,-223.5,-0.89,1476.8,48,no load,2 Phase Open
14.45,-547.3,-0.01,-310.4,0,-238.3,-0.88,1475.5,47.7,no load,2 Phase Open
14.55,-545.9,0,-295.2,-0.01,-250.5,-0.86,1474.2,47.5,no load,2 Phase Open
14.65,-545.1,0,-280,0,-266.7,-0.84,1474.2,47.7,no load,2 Phase Open
14.75,-545.1,-0.01,-266.5,0,-281.1,-0.8,1475.5,47.7,no load,2 Phase Open
14.84,-546.8,-0.01,-253,-0.02,-293.3,-0.8,1475.5,47.7,no load,2 Phase Open
14.94,-547.7,-0.01,-241.3,-0.01,-306.4,-0.76,1475.5,47.5,no load,2 Phase Open
15.04,-548.1,0.01,-225.2,0,-319.5,-0.77,1475.5,47.7,no load,2 Phase Open
15.14,-545.1,0,-211.7,0,-333.4,-0.75,1476.8,47.8,no load,2 Phase Open
15.23,-543.8,0,-198.3,0,-345.7,-0.72,1474.2,47.5,no load,2 Phase Open
15.33,-542,0,-181.7,0,-359.2,-0.7,1474.2,47.5,no load,2 Phase Open
15.43,-533.3,0,-166.1,-0.01,-365.7,-0.68,1475.5,47.7,no load,2 Phase Open
15.53,-530.3,-0.01,-153.5,0,-378.8,-0.66,1475.5,47.7,no load,2 Phase Open
15.63,-526.8,0,-135.2,-0.01,-389.3,-0.65,1475.5,47.5,no load,2 Phase Open
15.72,-522,0,-119.6,0,-402,-0.63,1474.2,47.5,no load,2 Phase Open
15.82,-510.7,0,-103.9,-0.01,-409.8,-0.61,1474.2,47.5,no load,2 Phase Open
15.92,-507.2,0,-87.4,-0.01,-419.9,-0.58,1475.5,47.7,no load,2 Phase Open
16.02,-497.7,0.01,-69.1,0,-433,-0.57,1475.5,47.7,no load,2 Phase Open
16.11,-489.8,0,-54.3,-0.02,-442.6,-0.54,1474.2,47.2,no load,2 Phase Open
16.21,-480.3,0,-36.1,-0.01,-454.3,-0.52,1472.9,47.2,no load,2 Phase Open
16.31,-476.3,-0.01,-20.9,-0.01,-458.3,-0.52,1472.9,47.4,no load,2 Phase Open
16.41,-469.4,-0.02,-4.3,0,-465.2,-0.49,1476.8,47.1,no load,2 Phase Open
16.5,-462.9,0,13.5,0.01,-470,-0.47,1457.6,46.9,no load,2 Phase Open
16.6,-450.7,-0.02,31.7,-0.01,-480.5,-0.46,1474.2,47.2,no load,2 Phase Open
16.7,-442,0.01,52.2,0.01,-491.4,-0.43,1474.2,47.2,no load,2 Phase Open
16.8,-429.8,0,70.4,0,-506.7,-0.4,1474.2,47.5,no load,2 Phase Open
16.9,-421.1,0,88.3,0,-509.3,-0.37,1475.5,47.7,no load,2 Phase Open
16.99,-412.8,0,105.7,0.02,-522.4,-0.36,1475.5,47.5,no load,2 Phase Open
17.09,-400.7,-0.01,118.7,0.01,-526.4,-0.34,1474.2,47.2,no load,2 Phase Open
17.19,-394.1,-0.01,140,-0.01,-535.5,-0.31,1475.5,47.5,no load,2 Phase Open
17.29,-381.1,0,158.7,0,-544.7,-0.3,1474.2,47.2,no load,2 Phase Open
17.38,-367.2,0,178.3,0.01,-544.7,-0.28,1474.2,47.5,no load,2 Phase Open
17.48,-356.3,0,195.2,-0.01,-553.8,-0.24,1475.5,47.7,no load,2 Phase Open
17.58,-344.5,0,211.3,0,-562.1,-0.22,1475.5,47.7,no load,2 Phase Open
17.68,-331.5,0,228.7,0,-565.6,-0.2,1480.6,47.4,no load,2 Phase Open
17.77,-318,-0.01,241.3,-0.01,-558.6,-0.18,1479.3,47.4,no load,2 Phase Open
17.87,-304.9,0,257,-0.01,-560.8,-0.16,1480.6,47.7,no load,2 Phase Open
17.97,-287.5,0,268.7,0,-553.8,-0.13,1481.9,47.7,no load,2 Phase Open
18.07,-272.8,-0.01,280.9,-0.01,-557.8,-0.1,1483.1,48,no load,2 Phase Open
18.16,-254.5,-0.02,294.3,0,-549,-0.08,1480.6,47.4,no load,2 Phase Open
18.26,-245.4,0.01,304.3,-0.02,-552.5,-0.06,1479.3,47.4,no load,2 Phase Open
18.36,-228,-0.02,317.8,0,-549.9,-0.03,1479.3,47.2,no load,2 Phase Open
18.46,-214.5,-0.01,329.6,0,-546.4,0.01,1481.9,46.5,no load,2 Phase Open
18.56,-198.8,0,341.7,0.02,-542.5,0.02,1471.6,47.9,no load,2 Phase Open
18.65,-184,0,351.7,-0.01,-534.2,0.06,1480.6,47.9,no load,2 Phase Open
18.75,-165.3,0,364.8,0,-532.5,0.11,1479.3,48.1,no load,2 Phase Open
18.85,-150.5,0,375.2,0,-528.1,0.15,1480.6,48.4,no load,2 Phase Open
18.95,-136.6,-0.01,384.3,0,-520.2,0.18,1481.9,48.7,no load,2 Phase Open
19.04,-120.9,-0.01,394.3,-0.01,-517.2,0.21,1481.9,48.4,no load,2 Phase Open
19.14,-110.1,-0.01,400.9,0,-511.1,0.25,1479.3,48.1,no load,2 Phase Open
19.24,-93.1,-0.01,414.8,0,-511.1,0.29,1480.6,48.4,no load,2 Phase Open
19.34,-80.5,-0.01,420.9,0,-504.5,0.32,1481.9,48.2,no load,2 Phase Open
19.43,-62.6,-0.01,431.3,-0.02,-496.7,0.36,1480.6,48.4,no load,2 Phase Open
19.53,-45.2,0,441.3,0,-482.3,0.39,1481.9,48.4,no load,2 Phase Open
19.63,-23.1,-0.02,451.7,-0.01,-478.3,0.44,1481.9,48.4,no load,2 Phase Open
19.73,-5.2,-0.01,457,-0.01,-468.3,0.48,1481.9,48.4,no load,2 Phase Open
19.82,12.2,0.01,469.1,-0.01,-457,0.51,1480.6,48.2,no load,2 Phase Open
19.92,30.9,0,475.2,-0.01,-448.7,0.54,1480.6,48.4,no load,2 Phase Open
20.02,47.9,0,484.3,0.01,-437.8,0.57,1481.9,48.7,no load,2 Phase Open
20.12,62.6,0,494.3,0,-426,0.61,1481.9,48.7,no load,2 Phase Open
20.22,83.5,0.01,505.2,0,-422,0.65,1480.6,48.2,no load,2 Phase Open
20.31,99.2,0,513,-0.01,-413.3,0.69,1479.3,47.9,no load,2 Phase Open
20.41,120.9,0,522.6,0,-402,0.72,1479.3,48.3,no load,2 Phase Open
20.51,140.1,0.01,529.6,0,-390.2,0.76,1483.1,48.9,no load,2 Phase Open
20.61,161.8,0.01,540,-0.01,-375.8,0.81,1483.1,48.5,no load,2 Phase Open
20.7,180.5,0,542.2,-0.01,-364.9,0.83,1481.9,48.4,no load,2 Phase Open
20.8,195.8,-0.01,543.5,-0.01,-345.7,0.86,1479.3,48.1,no load,2 Phase Open
20.9,213.6,0,543.5,-0.01,-328.6,0.88,1480.6,48.4,no load,2 Phase Open
21,229.7,-0.01,544.8,-0.01,-308.1,0.91,1481.9,48.4,no load,2 Phase Open
21.09,242.7,0,543.5,-0.01,-298.1,0.94,1483.1,48.5,no load,2 Phase Open
21.19,257.1,0.01,547,-0.01,-285,0.97,1480.6,48.2,no load,2 Phase Open
21.29,271.5,0,548.7,-0.02,-275,0.99,1480.6,48.4,no load,2 Phase Open
21.39,280.6,0,547.8,0,-268,1.01,1480.6,48.2,no load,2 Phase Open
21.48,294.9,0.01,549.6,-0.02,-252.7,1.03,1480.6,48.2,no load,2 Phase Open
21.58,305.4,0,544.3,0,-242.7,1.04,1480.6,48.4,no load,2 Phase Open
21.68,320.6,-0.01,543.9,0,-226.1,1.06,1481.9,48.4,no load,2 Phase Open
21.78,330.2,-0.01,542.6,0.01,-211.7,1.06,1481.9,48.4,no load,2 Phase Open
21.88,342.4,0.01,541.7,0,-196,1.1,1480.6,48.2,no load,2 Phase Open
21.97,352.4,-0.01,534.8,0,-178.9,1.1,1479.3,48.1,no load,2 Phase Open
22.07,365,-0.02,532.2,0,-164.1,1.12,1480.6,48.4,no load,2 Phase Open
22.17,376.7,0,533,0.01,-150.6,1.12,1483.1,48.7,no load,2 Phase Open
22.27,387.2,-0.01,524.3,-0.01,-135.7,1.13,1481.9,48.2,no load,2 Phase Open
22.36,398,0.01,516.5,0.01,-118.7,1.13,1479.3,47.9,no load,2 Phase Open
22.46,407.6,0,509.6,-0.01,-102.1,1.12,1479.3,48.1,no load,2 Phase Open
22.56,420.7,0.01,503.5,0.01,-87.7,1.15,1481.9,48.4,no load,2 Phase Open
22.66,430.2,0,492.6,-0.01,-65.5,1.13,1481.9,48.4,no load,2 Phase Open
22.75,435.9,0.01,486.1,0.02,-46.3,1.14,1479.3,48.1,no load,2 Phase Open
22.85,449.8,0.01,480.4,-0.01,-31.4,1.13,1478,47.8,no load,2 Phase Open
22.95,458.5,0,469.6,-0.01,-11.3,1.12,1479.3,48.3,no load,2 Phase Open
23.05,466.8,-0.01,462.6,0,4.4,1.11,1480.6,48.6,no load,2 Phase Open
23.15,475.9,0.01,454.8,-0.01,20.5,1.11,1481.9,48.4,no load,2 Phase Open
23.24,486.4,-0.01,445.7,0.01,37.5,1.09,1479.3,48.1,no load,2 Phase Open
23.34,495.9,0,436.1,-0.01,60.2,1.09,1478,48.1,no load,2 Phase Open
23.44,503.8,0.01,424.8,0,78.6,1.08,1479.3,48.1,no load,2 Phase Open
23.54,512.5,-0.01,413.9,-0.01,97.3,1.05,1478,48.1,no load,2 Phase Open
23.63,522.5,0,407,0,115.7,1.03,1479.3,48.1,no load,2 Phase Open
23.73,532,-0.01,395.7,-0.01,132.7,1.02,1480.6,48.4,no load,2 Phase Open
23.83,538.1,-0.01,382.2,-0.01,152.3,1.01,1480.6,48.4,no load,2 Phase Open
23.93,542.5,0,372.6,-0.01,173.3,0.97,1479.3,48.1,no load,2 Phase Open
24.02,548.1,0,356.1,0,188.1,0.95,1478,48.1,no load,2 Phase Open
24.12,548.1,0,349.6,0,202.1,0.92,1479.3,48.3,no load,2 Phase Open
24.22,551.6,0,333.9,0,216,0.91,1480.6,48.4,no load,2 Phase Open
24.32,550.7,0,318.3,0.01,228.7,0.89,1480.6,48.2,no load,2 Phase Open
24.41,548.6,-0.02,307.8,0,241.8,0.86,1478,47.6,no load,2 Phase Open
